id_no;binomial;class;order_;WWF_REALM2
168412;Opsarius cocsa;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
185817;Haplochromis melichrous;ACTINOPTERYGII;PERCIFORMES;Afrotropic
176159753;Chilodus zunevei;ACTINOPTERYGII;CHARACIFORMES;Neotropic
47957388;Synodontis tanganyicae;ACTINOPTERYGII;SILURIFORMES;Afrotropic
181629;Brycinus affinis;ACTINOPTERYGII;CHARACIFORMES;Afrotropic
61662705;Hyphessobrycon sebastiani;ACTINOPTERYGII;CHARACIFORMES;Neotropic
66598016;Pseudochalceus bohlkei;ACTINOPTERYGII;CHARACIFORMES;Neotropic
169538;Barbodes binotatus;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
91005617;Leptobarbus melanotaenia;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
167678;Cephalosilurus fowleri;ACTINOPTERYGII;SILURIFORMES;Neotropic
61192;Achondrostoma arcasii;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
182813;Petrocephalus schoutedeni;ACTINOPTERYGII;OSTEOGLOSSIFORMES;Afrotropic
186932;Deuterodon pedri;ACTINOPTERYGII;CHARACIFORMES;Neotropic
183543;Eucinostomus gracilis;ACTINOPTERYGII;PERCIFORMES;Nearctic
60376;Enteromius paludinosus;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
164541116;Synbranchus lampreia;ACTINOPTERYGII;SYNBRANCHIFORMES;Neotropic
186584;Oligosarcus argenteus;ACTINOPTERYGII;CHARACIFORMES;Neotropic
192920;Vieja fenestrata;ACTINOPTERYGII;PERCIFORMES;Neotropic
202578;Percina fulvitaenia;ACTINOPTERYGII;PERCIFORMES;Nearctic
202651;Cottus baileyi;ACTINOPTERYGII;SCORPAENIFORMES;Nearctic
134702594;Corydoras ornatus;ACTINOPTERYGII;SILURIFORMES;Neotropic
16012;Favonigobius reichei;ACTINOPTERYGII;GOBIIFORMES;Afrotropic
135929103;Hyphessobrycon peugeoti;ACTINOPTERYGII;CHARACIFORMES;Neotropic
135928387;Hyphessobrycon eilyos;ACTINOPTERYGII;CHARACIFORMES;Neotropic
14894;Notropis saladonis;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
172375;Rita gogra;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
191302;Cyprinodon bobmilleri;ACTINOPTERYGII;CYPRINODONTIFORMES;Nearctic
180750;Osteochilus vittatus;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
176509627;Cnesterodon pirai;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
136931648;Krobia xinguensis;ACTINOPTERYGII;PERCIFORMES;Neotropic
202690;Noturus gladiator;ACTINOPTERYGII;SILURIFORMES;Nearctic
176728040;Guyanancistrus brownsbergensis;ACTINOPTERYGII;SILURIFORMES;Neotropic
61015;Mylochromis labidodon;ACTINOPTERYGII;PERCIFORMES;Afrotropic
64791019;Andinoacara pulcher;ACTINOPTERYGII;PERCIFORMES;Neotropic
176168288;Pimelodella geryi;ACTINOPTERYGII;SILURIFORMES;Neotropic
186379;Parotocinclus spilurus;ACTINOPTERYGII;SILURIFORMES;Neotropic
63341;Orthochromis machadoi;ACTINOPTERYGII;PERCIFORMES;Afrotropic
187062;Parotocinclus prata;ACTINOPTERYGII;SILURIFORMES;Neotropic
187253;Phalloceros alessandrae;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
98893194;Anchoviella juruasanga;ACTINOPTERYGII;CLUPEIFORMES;Neotropic
169528;Akysis hendricksoni;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
180836;Mystus singaringan;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
182539;Rhabdalestes rhodesiensis;ACTINOPTERYGII;CHARACIFORMES;Afrotropic
169409;Mastacembelus traversi;ACTINOPTERYGII;SYNBRANCHIFORMES;Afrotropic
135615;Gobio kovatschevi;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
181586;Marcusenius moorii;ACTINOPTERYGII;OSTEOGLOSSIFORMES;Afrotropic
6135;Cyprinella callitaenia;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
49830414;Creagrutus holmi;ACTINOPTERYGII;CHARACIFORMES;Neotropic
1866;Aplochiton marinus;ACTINOPTERYGII;OSMERIFORMES;Neotropic
61285;Aplocheilichthys omoculatus;ACTINOPTERYGII;CYPRINODONTIFORMES;Afrotropic
202106;Gila nigra;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
176106989;Apistogramma psammophila;ACTINOPTERYGII;PERCIFORMES;Neotropic
125979833;Poecilia hispaniolana;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
134661498;Apareiodon argenteus;ACTINOPTERYGII;CHARACIFORMES;Neotropic
61215;Haplochromis katavi;ACTINOPTERYGII;PERCIFORMES;Afrotropic
191210;Dorosoma cepedianum;ACTINOPTERYGII;CLUPEIFORMES;Nearctic
187966;Hemimyzon pengi;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
176143946;Hypomasticus despaxi;ACTINOPTERYGII;CHARACIFORMES;Neotropic
159636240;Procottus major;ACTINOPTERYGII;SCORPAENIFORMES;Palearctic
61302;Synodontis zanzibaricus;ACTINOPTERYGII;SILURIFORMES;Afrotropic
181065;Glyptothorax rugimentum;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
180566;Aplocheilus dayi;ACTINOPTERYGII;CYPRINODONTIFORMES;Indo-Malay
182484;Hemistichodus lootensi;ACTINOPTERYGII;CHARACIFORMES;Afrotropic
166109;Chanodichthys dabryi;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
196436;Siganus vermiculatus;ACTINOPTERYGII;PERCIFORMES;Australasia
60793;Distichodus petersii;ACTINOPTERYGII;CHARACIFORMES;Afrotropic
16237;Paretroplus petiti;ACTINOPTERYGII;PERCIFORMES;Madagascar
49830035;Brycon henni;ACTINOPTERYGII;CHARACIFORMES;Neotropic
60463;Astatotilapia stappersii;ACTINOPTERYGII;PERCIFORMES;Afrotropic
122913966;Oxyeleotris selheimi;ACTINOPTERYGII;GOBIIFORMES;Australasia
182438;Distichodus decemmaculatus;ACTINOPTERYGII;CHARACIFORMES;Afrotropic
49830538;Trichomycterus weyrauchi;ACTINOPTERYGII;SILURIFORMES;Neotropic
173824119;Brachyhypopomus menezesi;ACTINOPTERYGII;GYMNOTIFORMES;Neotropic
181250;Clarias meladerma;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
159636050;Procottus jeittelesii;ACTINOPTERYGII;SCORPAENIFORMES;Palearctic
176016194;Farlowella acus;ACTINOPTERYGII;SILURIFORMES;Neotropic
151803860;Chiloglanis camarabounyi;ACTINOPTERYGII;SILURIFORMES;Afrotropic
141105615;Sternarchorhynchus kokraimoro;ACTINOPTERYGII;GYMNOTIFORMES;Neotropic
118039935;Pterolebias hoignei;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
182284;Sicydium bustamantei;ACTINOPTERYGII;GOBIIFORMES;Afrotropic
202275;Nocomis leptocephalus;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
91171693;Gastromyzon stellatus;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
49830086;Orthosternarchus tamandua;ACTINOPTERYGII;GYMNOTIFORMES;Neotropic
63289;Labeobarbus aeneus;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
139566912;Moema heterostigma;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
906;Alosa maeotica;ACTINOPTERYGII;CLUPEIFORMES;Palearctic
169472;Enteromius amanpoae;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
186378;Parotocinclus planicauda;ACTINOPTERYGII;SILURIFORMES;Neotropic
181677;Chiloglanis batesii;ACTINOPTERYGII;SILURIFORMES;Afrotropic
181245;Pangio pulla;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
116035203;Cottus nozawae;ACTINOPTERYGII;SCORPAENIFORMES;Palearctic
135617;Alburnoides ohridanus;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
188076;Sundasalanx mekongensis;ACTINOPTERYGII;CLUPEIFORMES;Indo-Malay
180692;Brachygobius mekongensis;ACTINOPTERYGII;GOBIIFORMES;Indo-Malay
19383301;Luciobarbus lydianus;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
57488111;Placidochromis chilolae;ACTINOPTERYGII;PERCIFORMES;Afrotropic
49830115;Bujurquina moriorum;ACTINOPTERYGII;PERCIFORMES;Neotropic
60873;Nyassachromis prostoma;ACTINOPTERYGII;PERCIFORMES;Afrotropic
61214;Scardinius acarnanicus;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
21128498;Ephippus goreensis;ACTINOPTERYGII;PERCIFORMES;Afrotropic
176225899;Pseudancistrus depressus;ACTINOPTERYGII;SILURIFORMES;Neotropic
173835522;Spectrolebias gracilis;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
166136;Pseudorasbora parva;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
135590;Alburnus sarmaticus;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
186575;Rineloricaria pentamaculata;ACTINOPTERYGII;SILURIFORMES;Neotropic
169518;Yunnanilus brevis;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
213648894;Bagarius bagarius;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
181023;Eugnathogobius kabilia;ACTINOPTERYGII;GOBIIFORMES;Indo-Malay
182937;Epiplatys singa;ACTINOPTERYGII;CYPRINODONTIFORMES;Afrotropic
49829753;Astroblepus rosei;ACTINOPTERYGII;SILURIFORMES;Neotropic
8899;Gambusia speciosa;ACTINOPTERYGII;CYPRINODONTIFORMES;Nearctic
186071;Betadevario ramachandrani;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
63380;Schilbe bocagii;ACTINOPTERYGII;SILURIFORMES;Afrotropic
180751;Hemibagrus gracilis;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
139548745;Megaleporinus elongatus;ACTINOPTERYGII;CHARACIFORMES;Neotropic
136935328;Kryptolebias campelloi;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
161109984;Melanotaenia patoti;ACTINOPTERYGII;ATHERINIFORMES;Indo-Malay
61245;Chiloglanis somereni;ACTINOPTERYGII;SILURIFORMES;Afrotropic
182330;Bryconalestes longipinnis;ACTINOPTERYGII;CHARACIFORMES;Afrotropic
167802;Ramnogaster melanostoma;ACTINOPTERYGII;CLUPEIFORMES;Neotropic
19856;Salmo carpio;ACTINOPTERYGII;SALMONIFORMES;Palearctic
141169501;Trichomycterus piratymbara;ACTINOPTERYGII;SILURIFORMES;Neotropic
182391;Chiloglanis congicus;ACTINOPTERYGII;SILURIFORMES;Afrotropic
91226625;Clarias pseudoleiacanthus;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
181594;Pelmatochromis ocellifer;ACTINOPTERYGII;PERCIFORMES;Afrotropic
8113;Etheostoma ditrema;ACTINOPTERYGII;PERCIFORMES;Nearctic
182063;Parakneria vilhenae;ACTINOPTERYGII;GONORYNCHIFORMES;Afrotropic
183001;Labeobarbus arambourgi;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
181815;Chelaethiops congicus;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
49830549;Bujurquina hophrys;ACTINOPTERYGII;PERCIFORMES;Neotropic
91181030;Hemibagrus semotus;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
156756692;Benthophilus kessleri;ACTINOPTERYGII;GOBIIFORMES;Palearctic
187169;Rineloricaria steindachneri;ACTINOPTERYGII;SILURIFORMES;Neotropic
202149;Lythrurus umbratilis;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
181691;Synodontis courteti;ACTINOPTERYGII;SILURIFORMES;Afrotropic
169544;Mystacoleucus lepturus;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
140651184;Plesiolebias canabravensis;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
181870;Mastacembelus paucispinis;ACTINOPTERYGII;SYNBRANCHIFORMES;Afrotropic
22601;Garra widdowsoni;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
187935;Terapon theraps;ACTINOPTERYGII;PERCIFORMES;Afrotropic
175976548;Apistogramma inornata;ACTINOPTERYGII;PERCIFORMES;Neotropic
181884;Barbus kamaia;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
186327;Hypostomus isbrueckeri;ACTINOPTERYGII;SILURIFORMES;Neotropic
182084;Enteromius collarti;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
176154813;Astyanax validus;ACTINOPTERYGII;CHARACIFORMES;Neotropic
136883844;Hypostomus latirostris;ACTINOPTERYGII;SILURIFORMES;Neotropic
196362;Sicyopterus cynocephalus;ACTINOPTERYGII;GOBIIFORMES;Australasia
91105183;Syncrossus hymenophysa;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
19450801;Schizopyge curvifrons;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
165529539;Trichomycterus striatus;ACTINOPTERYGII;SILURIFORMES;Neotropic
156302218;Nothobranchius angelae;ACTINOPTERYGII;CYPRINODONTIFORMES;Afrotropic
91211887;Ompok binotatus;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
138478102;Glyptothorax decussatus;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
181333;Betta imbellis;ACTINOPTERYGII;PERCIFORMES;Indo-Malay
150122874;Amphilophus supercilius;ACTINOPTERYGII;PERCIFORMES;Neotropic
13620;Mogurnda variegata;ACTINOPTERYGII;GOBIIFORMES;Indo-Malay
169609;Tor khudree;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
166172;Hypophthalmichthys nobilis;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
187236;Cynolebias altus;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
8116;Etheostoma kanawhae;ACTINOPTERYGII;PERCIFORMES;Nearctic
9669;Hampala lopezi;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
60349;Enteromius neumayeri;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
60447;Marcusenius livingstonii;ACTINOPTERYGII;OSTEOGLOSSIFORMES;Afrotropic
61267;Parakneria tanzaniae;ACTINOPTERYGII;GONORYNCHIFORMES;Afrotropic
19423;Relictus solitarius;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
169514;Mastacembelus oatesii;ACTINOPTERYGII;SYNBRANCHIFORMES;Indo-Malay
182270;Mormyrops microstoma;ACTINOPTERYGII;OSTEOGLOSSIFORMES;Afrotropic
134702188;Corydoras carlae;ACTINOPTERYGII;SILURIFORMES;Neotropic
182159;Labeobarbus steindachneri;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
161100016;Melanotaenia longispina;ACTINOPTERYGII;ATHERINIFORMES;Indo-Malay
186853;Pareiorhaphis azygolechis;ACTINOPTERYGII;SILURIFORMES;Neotropic
135681;Chelon saliens;ACTINOPTERYGII;MUGILIFORMES;Afrotropic
63269;Enteromius pallidus;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
61255;Enteromius quadripunctatus;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
176159674;Thayeria ifati;ACTINOPTERYGII;CHARACIFORMES;Neotropic
181646;Synodontis robbianus;ACTINOPTERYGII;SILURIFORMES;Afrotropic
135556;Coregonus bezola;ACTINOPTERYGII;SALMONIFORMES;Palearctic
181755;Auchenoglanis occidentalis;ACTINOPTERYGII;SILURIFORMES;Afrotropic
22346;Tropidophoxinellus spartiaticus;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
167783;Deuterodon singularis;ACTINOPTERYGII;CHARACIFORMES;Neotropic
135928750;Hyphessobrycon khardinae;ACTINOPTERYGII;CHARACIFORMES;Neotropic
167959;Hippopotamyrus pictus;ACTINOPTERYGII;OSTEOGLOSSIFORMES;Afrotropic
118354604;Psammogobius knysnaensis;ACTINOPTERYGII;GOBIIFORMES;Afrotropic
186857;Hypostomus heraldoi;ACTINOPTERYGII;SILURIFORMES;Neotropic
180672;Pangio shelfordii;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
49830713;Astroblepus praeliorum;ACTINOPTERYGII;SILURIFORMES;Neotropic
134698245;Characidium samurai;ACTINOPTERYGII;CHARACIFORMES;Neotropic
198767;Syngnathus typhle;ACTINOPTERYGII;SYNGNATHIFORMES;Palearctic
7807;Epalzeorhynchos bicolor;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
202079;Cyprinella galactura;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
140707691;Propimelodus araguayae;ACTINOPTERYGII;SILURIFORMES;Neotropic
193895;Akysis maculipinnis;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
58386276;Panaqolus albomaculatus;ACTINOPTERYGII;SILURIFORMES;Neotropic
186998;Austrolebias nigrofasciatus;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
176012999;Acestridium colombiense;ACTINOPTERYGII;SILURIFORMES;Neotropic
181040;Hemibagrus imbrifer;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
14888;Notropis mekistocholas;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
98822629;Rhinosardinia bahiensis;ACTINOPTERYGII;CLUPEIFORMES;Neotropic
187128;Oxydoras niger;ACTINOPTERYGII;SILURIFORMES;Neotropic
166102;Hemibarbus umbrifer;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
9182;Siphateles boraxobius;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
135506;Coregonus gutturosus;ACTINOPTERYGII;SALMONIFORMES;Palearctic
91171619;Gastromyzon scitulus;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
249;Acipenser nudiventris Black Sea and Sea of Azov subpopulation;ACTINOPTERYGII;ACIPENSERIFORMES;Palearctic
176039900;Rhabdolichops zareti;ACTINOPTERYGII;GYMNOTIFORMES;Neotropic
182736;Clarias ngamensis;ACTINOPTERYGII;SILURIFORMES;Afrotropic
181839;Lates niloticus;ACTINOPTERYGII;PERCIFORMES;Afrotropic
115873649;Metriaclima tarakiki;ACTINOPTERYGII;PERCIFORMES;Afrotropic
182240;Parananochromis brevirostris;ACTINOPTERYGII;PERCIFORMES;Afrotropic
49830328;Apteronotus jurubidae;ACTINOPTERYGII;GYMNOTIFORMES;Neotropic
182613;Mastacembelus crassus;ACTINOPTERYGII;SYNBRANCHIFORMES;Afrotropic
10730;Hypseleotris aurea;ACTINOPTERYGII;GOBIIFORMES;Australasia
182584;Microctenopoma nigricans;ACTINOPTERYGII;PERCIFORMES;Afrotropic
176088929;Auchenipterus dentatus;ACTINOPTERYGII;SILURIFORMES;Neotropic
182792;Enteromius lukindae;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
61028;Copadichromis cyaneus;ACTINOPTERYGII;PERCIFORMES;Afrotropic
122914292;Leptachirus triramus;ACTINOPTERYGII;PLEURONECTIFORMES;Australasia
202515;Etheostoma phytophilum;ACTINOPTERYGII;PERCIFORMES;Nearctic
91173179;Neogastromyzon brunei;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
49830229;Monotocheirodon pearsoni;ACTINOPTERYGII;CHARACIFORMES;Neotropic
169463;Enteromius profundus;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
180802;Schistura carbonaria;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
187911;Sewellia diardi;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
144776919;Luciobarbus biscarensis;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
186802;Astyanax brachypterygium;ACTINOPTERYGII;CHARACIFORMES;Neotropic
63345;Sargochromis coulteri;ACTINOPTERYGII;PERCIFORMES;Afrotropic
172448;Nemacheilus guentheri;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
44660;Rheocles vatosoa;ACTINOPTERYGII;ATHERINIFORMES;Madagascar
141063803;Spatuloricaria tuira;ACTINOPTERYGII;SILURIFORMES;Neotropic
91216445;Pseudobagarius alfredi;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
182060;Synodontis vaillanti;ACTINOPTERYGII;SILURIFORMES;Afrotropic
60485;Cyathopharynx furcifer;ACTINOPTERYGII;PERCIFORMES;Afrotropic
91108203;Homalopterula vanderbilti;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
186526;Pseudostegophilus paulensis;ACTINOPTERYGII;SILURIFORMES;Neotropic
125981340;Limia rivasi;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
156756575;Benthophilus grimmi;ACTINOPTERYGII;GOBIIFORMES;Palearctic
181991;Nannocharax maculicauda;ACTINOPTERYGII;CHARACIFORMES;Afrotropic
159708631;Oreoleuciscus potanini;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
61367;Luciobarbus lorteti;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
136895800;Hypsolebias sertanejo;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
91073440;Rasbora lateristriata;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
182801;Labeobarbus mawambiensis;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
122906397;Hephaestus carbo;ACTINOPTERYGII;PERCIFORMES;Australasia
60687;Telmatochromis brachygnathus;ACTINOPTERYGII;PERCIFORMES;Afrotropic
169590;Lophiogobius ocellicauda;ACTINOPTERYGII;GOBIIFORMES;Indo-Malay
202435;Crystallaria cincotta;ACTINOPTERYGII;PERCIFORMES;Nearctic
181282;Hemirhamphodon pogonognathus;ACTINOPTERYGII;BELONIFORMES;Indo-Malay
62210;Cyprinodon nevadensis;ACTINOPTERYGII;CYPRINODONTIFORMES;Nearctic
89821023;Mystacoleucus obtusirostris;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
61284;Nothobranchius guentheri;ACTINOPTERYGII;CYPRINODONTIFORMES;Afrotropic
134660185;Ancistrus fulvus;ACTINOPTERYGII;SILURIFORMES;Neotropic
61263;Labeobarbus pagenstecheri;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
183939;Notarius cookei;ACTINOPTERYGII;SILURIFORMES;Neotropic
161110162;Melanotaenia picta;ACTINOPTERYGII;ATHERINIFORMES;Indo-Malay
135715;Coregonus albellus;ACTINOPTERYGII;SALMONIFORMES;Palearctic
60652;Petrochromis polyodon;ACTINOPTERYGII;PERCIFORMES;Afrotropic
178063;Centropomus medius;ACTINOPTERYGII;PERCIFORMES;Nearctic
135623;Salmo fibreni;ACTINOPTERYGII;SALMONIFORMES;Palearctic
182336;Enteromius walkeri;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
191696;Allotoca goslinei;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
196397;Stiphodon hydroreibatus;ACTINOPTERYGII;GOBIIFORMES;Oceania
187959;Schizopygopsis thermalis;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
64687651;Brycon sinuensis;ACTINOPTERYGII;CHARACIFORMES;Neotropic
44503;Ptychochromis inornatus;ACTINOPTERYGII;PERCIFORMES;Madagascar
61141;Metriaclima fainzilberi;ACTINOPTERYGII;PERCIFORMES;Afrotropic
202346;Pimephales notatus;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
183837;Atherinella guatemalensis;ACTINOPTERYGII;ATHERINIFORMES;Nearctic
183837;Atherinella guatemalensis;ACTINOPTERYGII;ATHERINIFORMES;Neotropic
139791314;Myloplus arnoldi;ACTINOPTERYGII;CHARACIFORMES;Neotropic
15386;Ophisternon candidum;ACTINOPTERYGII;SYNBRANCHIFORMES;Australasia
40706;Paretroplus damii;ACTINOPTERYGII;PERCIFORMES;Madagascar
188025;Tor polylepis;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
39270;Blicca bjoerkna;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
182482;Kneria wittei;ACTINOPTERYGII;GONORYNCHIFORMES;Afrotropic
159671588;Ladislavia taczanowskii;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
182365;Enteromius macinensis;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
57490674;Stigmatochromis melanchros;ACTINOPTERYGII;PERCIFORMES;Afrotropic
167745;Phenacogaster beni;ACTINOPTERYGII;CHARACIFORMES;Neotropic
202437;Elassoma evergladei;ACTINOPTERYGII;PERCIFORMES;Nearctic
187318;Astyanax bockmanni;ACTINOPTERYGII;CHARACIFORMES;Neotropic
61117;Pseudotropheus interruptus;ACTINOPTERYGII;PERCIFORMES;Afrotropic
181772;Hypsopanchax platysternus;ACTINOPTERYGII;CYPRINODONTIFORMES;Afrotropic
18327;Haplochromis prognathus;ACTINOPTERYGII;PERCIFORMES;Afrotropic
166052;Cyprinus rubrofuscus;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
135928994;Hyphessobrycon montagi;ACTINOPTERYGII;CHARACIFORMES;Neotropic
64792601;Imparfinis usmai;ACTINOPTERYGII;SILURIFORMES;Neotropic
61069;Aulonocara nyassae;ACTINOPTERYGII;PERCIFORMES;Afrotropic
166424;Bangana dero;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
49830078;Astroblepus longiceps;ACTINOPTERYGII;SILURIFORMES;Neotropic
91074107;Rasbora sarawakensis;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
63242;Hemigrammocharax monardi;ACTINOPTERYGII;CHARACIFORMES;Afrotropic
184455;Alburnoides gmelini;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
182935;Labeobarbus parawaldroni;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
160967693;Allomogurnda landfordorum;ACTINOPTERYGII;GOBIIFORMES;Indo-Malay
175960684;Knodus alpha;ACTINOPTERYGII;CHARACIFORMES;Neotropic
168562;Mastacembelus pantherinus;ACTINOPTERYGII;SYNBRANCHIFORMES;Indo-Malay
161824127;Tomocichla asfraci;ACTINOPTERYGII;PERCIFORMES;Neotropic
168334;Badis assamensis;ACTINOPTERYGII;PERCIFORMES;Indo-Malay
53870427;Laimosemion uakti;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
182480;Coptodon rheophilus;ACTINOPTERYGII;PERCIFORMES;Afrotropic
60915;Docimodus evelynae;ACTINOPTERYGII;PERCIFORMES;Afrotropic
135674;Coregonus megalops;ACTINOPTERYGII;SALMONIFORMES;Palearctic
140650783;Pituna compacta;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
180894;Ellopostoma mystax;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
181762;Labeo forskalii;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
172357;Nemacheilus mooreh;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
202513;Etheostoma percnurum;ACTINOPTERYGII;PERCIFORMES;Nearctic
202256;Moxostoma poecilurum;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
60683;Tanganicodus irsacae;ACTINOPTERYGII;PERCIFORMES;Afrotropic
19087900;Gobio intermedius;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
117849983;Rhamphochromis esox;ACTINOPTERYGII;PERCIFORMES;Afrotropic
166080;Schistura fasciolata;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
186741;Parotocinclus maculicauda;ACTINOPTERYGII;SILURIFORMES;Neotropic
167644;Corydoras coppenamensis;ACTINOPTERYGII;SILURIFORMES;Neotropic
181165;Rasbora atridorsalis;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
201457;Pseudeutropius indigens;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
181686;Hypsopanchax jobaerti;ACTINOPTERYGII;CYPRINODONTIFORMES;Afrotropic
196319;Thryssa baelama;ACTINOPTERYGII;CLUPEIFORMES;Afrotropic
