id_no;binomial;class;order_;WWF_REALM2
3614;Calomys lepidus;MAMMALIA;RODENTIA;Neotropic
3615;Calomys musculinus;MAMMALIA;RODENTIA;Neotropic
3616;Calomys sorellus;MAMMALIA;RODENTIA;Neotropic
3617;Calomys tener;MAMMALIA;RODENTIA;Neotropic
3618;Calomyscus bailwardi;MAMMALIA;RODENTIA;Palearctic
3619;Calomyscus baluchi;MAMMALIA;RODENTIA;Indo-Malay
3620;Calomyscus hotsoni;MAMMALIA;RODENTIA;Palearctic
3621;Calomyscus mystax;MAMMALIA;RODENTIA;Palearctic
3622;Calomyscus tsolovi;MAMMALIA;RODENTIA;Palearctic
3623;Calomyscus urartensis;MAMMALIA;RODENTIA;Palearctic
3648;Caluromys lanatus;MAMMALIA;DIDELPHIMORPHIA;Neotropic
3649;Caluromys philander;MAMMALIA;DIDELPHIMORPHIA;Neotropic
3650;Caluromys derbianus;MAMMALIA;DIDELPHIMORPHIA;Nearctic
3651;Caluromysiops irrupta;MAMMALIA;DIDELPHIMORPHIA;Neotropic
3745;Canis latrans;MAMMALIA;CARNIVORA;Nearctic
3746;Canis lupus;MAMMALIA;CARNIVORA;Palearctic
3746;Canis lupus;MAMMALIA;CARNIVORA;Nearctic
3746;Canis lupus;MAMMALIA;CARNIVORA;Afrotropic
3748;Canis simensis;MAMMALIA;CARNIVORA;Afrotropic
3753;Canis adustus;MAMMALIA;CARNIVORA;Afrotropic
3755;Canis mesomelas;MAMMALIA;CARNIVORA;Afrotropic
3759;Cannomys badius;MAMMALIA;RODENTIA;Indo-Malay
3760;Cansumys canus;MAMMALIA;RODENTIA;Palearctic
3786;Capra aegagrus;MAMMALIA;CETARTIODACTYLA;Palearctic
3786;Capra aegagrus;MAMMALIA;CETARTIODACTYLA;Indo-Malay
3787;Capra falconeri;MAMMALIA;CETARTIODACTYLA;Indo-Malay
3787;Capra falconeri;MAMMALIA;CETARTIODACTYLA;Palearctic
3794;Capra caucasica;MAMMALIA;CETARTIODACTYLA;Palearctic
3795;Capra cylindricornis;MAMMALIA;CETARTIODACTYLA;Palearctic
3796;Capra nubiana;MAMMALIA;CETARTIODACTYLA;Afrotropic
3797;Capra walie;MAMMALIA;CETARTIODACTYLA;Afrotropic
3798;Capra pyrenaica;MAMMALIA;CETARTIODACTYLA;Palearctic
3810;Capricornis swinhoei;MAMMALIA;CETARTIODACTYLA;Indo-Malay
3811;Capricornis crispus;MAMMALIA;CETARTIODACTYLA;Palearctic
3815;Capricornis rubidus;MAMMALIA;CETARTIODACTYLA;Indo-Malay
3833;Caprolagus hispidus;MAMMALIA;LAGOMORPHA;Indo-Malay
3842;Capromys pilorides;MAMMALIA;RODENTIA;Neotropic
3847;Caracal caracal;MAMMALIA;CARNIVORA;Afrotropic
3858;Cardiocranius paradoxus;MAMMALIA;RODENTIA;Palearctic
3859;Cardioderma cor;MAMMALIA;CHIROPTERA;Afrotropic
3903;Carollia brevicauda;MAMMALIA;CHIROPTERA;Neotropic
3905;Carollia perspicillata;MAMMALIA;CHIROPTERA;Neotropic
3906;Carollia subrufa;MAMMALIA;CHIROPTERA;Neotropic
3916;Carpomys phaeurus;MAMMALIA;RODENTIA;Indo-Malay
3917;Carpomys melanurus;MAMMALIA;RODENTIA;Indo-Malay
3921;Carterodon sulcidens;MAMMALIA;RODENTIA;Neotropic
3999;Casinycteris argynnis;MAMMALIA;CHIROPTERA;Afrotropic
4015;Catagonus wagneri;MAMMALIA;CETARTIODACTYLA;Neotropic
4037;Catopuma badia;MAMMALIA;CARNIVORA;Indo-Malay
4038;Catopuma temminckii;MAMMALIA;CARNIVORA;Indo-Malay
4065;Cavia fulgida;MAMMALIA;RODENTIA;Neotropic
4066;Cavia magna;MAMMALIA;RODENTIA;Neotropic
4068;Cavia tschudii;MAMMALIA;RODENTIA;Neotropic
4074;Sapajus xanthosternos;MAMMALIA;PRIMATES;Neotropic
4075;Cebus cuscinus;MAMMALIA;PRIMATES;Neotropic
4076;Cebus yuracus;MAMMALIA;PRIMATES;Neotropic
4081;Cebus aequatorialis;MAMMALIA;PRIMATES;Neotropic
4082;Cebus cesarae;MAMMALIA;PRIMATES;Neotropic
4084;Cebus malitiosus;MAMMALIA;PRIMATES;Neotropic
4085;Cebus trinitatis;MAMMALIA;PRIMATES;Neotropic
4092;Chrotomys silaceus;MAMMALIA;RODENTIA;Indo-Malay
4112;Centronycteris maximiliani;MAMMALIA;CHIROPTERA;Neotropic
4133;Centurio senex;MAMMALIA;CHIROPTERA;Neotropic
4133;Centurio senex;MAMMALIA;CHIROPTERA;Nearctic
4137;Cephalophus adersi;MAMMALIA;CETARTIODACTYLA;Afrotropic
4138;Cephalophus callipygus;MAMMALIA;CETARTIODACTYLA;Afrotropic
4139;Cephalophus dorsalis;MAMMALIA;CETARTIODACTYLA;Afrotropic
4140;Cephalophus jentinki;MAMMALIA;CETARTIODACTYLA;Afrotropic
4141;Cephalophus leucogaster;MAMMALIA;CETARTIODACTYLA;Afrotropic
4142;Philantomba maxwellii;MAMMALIA;CETARTIODACTYLA;Afrotropic
4143;Philantomba monticola;MAMMALIA;CETARTIODACTYLA;Afrotropic
4144;Cephalophus natalensis;MAMMALIA;CETARTIODACTYLA;Afrotropic
4145;Cephalophus niger;MAMMALIA;CETARTIODACTYLA;Afrotropic
4146;Cephalophus nigrifrons;MAMMALIA;CETARTIODACTYLA;Afrotropic
4148;Cephalophus ogilbyi;MAMMALIA;CETARTIODACTYLA;Afrotropic
4149;Cephalophus rufilatus;MAMMALIA;CETARTIODACTYLA;Afrotropic
4150;Cephalophus silvicultor;MAMMALIA;CETARTIODACTYLA;Afrotropic
4151;Cephalophus spadix;MAMMALIA;CETARTIODACTYLA;Afrotropic
4152;Cephalophus weynsi;MAMMALIA;CETARTIODACTYLA;Afrotropic
4153;Cephalophus zebra;MAMMALIA;CETARTIODACTYLA;Afrotropic
4154;Cephalophus harveyi;MAMMALIA;CETARTIODACTYLA;Afrotropic
4185;Ceratotherium simum;MAMMALIA;PERISSODACTYLA;Afrotropic
4192;Cercartetus caudatus;MAMMALIA;DIPROTODONTIA;Australasia
4192;Cercartetus caudatus;MAMMALIA;DIPROTODONTIA;Indo-Malay
4200;Cercocebus galeritus;MAMMALIA;PRIMATES;Afrotropic
4201;Cercocebus torquatus;MAMMALIA;PRIMATES;Afrotropic
4203;Cercocebus sanjei;MAMMALIA;PRIMATES;Afrotropic
4206;Cercocebus lunulatus;MAMMALIA;PRIMATES;Afrotropic
4207;Cercocebus chrysogaster;MAMMALIA;PRIMATES;Afrotropic
4212;Cercopithecus ascanius;MAMMALIA;PRIMATES;Afrotropic
4214;Cercopithecus cephus;MAMMALIA;PRIMATES;Afrotropic
4216;Chlorocebus dryas;MAMMALIA;PRIMATES;Afrotropic
4217;Cercopithecus erythrogaster;MAMMALIA;PRIMATES;Afrotropic
4218;Cercopithecus erythrotis;MAMMALIA;PRIMATES;Afrotropic
4219;Cercopithecus hamlyni;MAMMALIA;PRIMATES;Afrotropic
4220;Allochrocebus lhoesti;MAMMALIA;PRIMATES;Afrotropic
4221;Cercopithecus mitis;MAMMALIA;PRIMATES;Afrotropic
4222;Cercopithecus mona;MAMMALIA;PRIMATES;Afrotropic
4223;Cercopithecus neglectus;MAMMALIA;PRIMATES;Afrotropic
4224;Cercopithecus nictitans;MAMMALIA;PRIMATES;Afrotropic
4225;Cercopithecus petaurista;MAMMALIA;PRIMATES;Afrotropic
4227;Allochrocebus preussi;MAMMALIA;PRIMATES;Afrotropic
4229;Cercopithecus sclateri;MAMMALIA;PRIMATES;Afrotropic
4230;Allochrocebus solatus;MAMMALIA;PRIMATES;Afrotropic
4232;Cercopithecus roloway;MAMMALIA;PRIMATES;Afrotropic
4233;Chlorocebus aethiops;MAMMALIA;PRIMATES;Afrotropic
4240;Chlorocebus djamdjamensis;MAMMALIA;PRIMATES;Afrotropic
4245;Cercopithecus diana;MAMMALIA;PRIMATES;Afrotropic
4248;Cerdocyon thous;MAMMALIA;CARNIVORA;Neotropic
4256;Cervus albirostris;MAMMALIA;CETARTIODACTYLA;Palearctic
4261;Cervus hanglu;MAMMALIA;CETARTIODACTYLA;Palearctic
4261;Cervus hanglu;MAMMALIA;CETARTIODACTYLA;Indo-Malay
4273;Rusa alfredi;MAMMALIA;CETARTIODACTYLA;Indo-Malay
4274;Rusa marianna;MAMMALIA;CETARTIODACTYLA;Indo-Malay
4305;Chaerephon aloysiisabaudiae;MAMMALIA;CHIROPTERA;Afrotropic
4306;Chaerephon ansorgei;MAMMALIA;CHIROPTERA;Afrotropic
4307;Chaerephon bemmeleni;MAMMALIA;CHIROPTERA;Afrotropic
4308;Chaerephon bivittatus;MAMMALIA;CHIROPTERA;Afrotropic
4309;Chaerephon bregullae;MAMMALIA;CHIROPTERA;Oceania
4309;Chaerephon bregullae;MAMMALIA;CHIROPTERA;Indo-Malay
4310;Chaerephon chapini;MAMMALIA;CHIROPTERA;Afrotropic
4311;Chaerephon gallagheri;MAMMALIA;CHIROPTERA;Afrotropic
4312;Chaerephon jobensis;MAMMALIA;CHIROPTERA;Indo-Malay
4312;Chaerephon jobensis;MAMMALIA;CHIROPTERA;Australasia
4313;Chaerephon johorensis;MAMMALIA;CHIROPTERA;Indo-Malay
4314;Chaerephon major;MAMMALIA;CHIROPTERA;Afrotropic
4315;Chaerephon nigeriae;MAMMALIA;CHIROPTERA;Afrotropic
4316;Chaerephon plicatus;MAMMALIA;CHIROPTERA;Indo-Malay
4318;Mops pusillus;MAMMALIA;CHIROPTERA;Afrotropic
4319;Chaerephon russatus;MAMMALIA;CHIROPTERA;Afrotropic
4320;Chaerephon solomonis;MAMMALIA;CHIROPTERA;Indo-Malay
4321;Chaerephon tomensis;MAMMALIA;CHIROPTERA;Afrotropic
4327;Chaetodipus artus;MAMMALIA;RODENTIA;Nearctic
4328;Chaetodipus baileyi;MAMMALIA;RODENTIA;Nearctic
4329;Chaetodipus californicus;MAMMALIA;RODENTIA;Nearctic
4330;Chaetodipus fallax;MAMMALIA;RODENTIA;Nearctic
4331;Chaetodipus formosus;MAMMALIA;RODENTIA;Nearctic
4332;Chaetodipus goldmani;MAMMALIA;RODENTIA;Nearctic
4333;Chaetodipus hispidus;MAMMALIA;RODENTIA;Nearctic
4334;Chaetodipus intermedius;MAMMALIA;RODENTIA;Nearctic
4335;Chaetodipus nelsoni;MAMMALIA;RODENTIA;Nearctic
4336;Chaetodipus penicillatus;MAMMALIA;RODENTIA;Nearctic
4337;Chaetodipus pernix;MAMMALIA;RODENTIA;Nearctic
4338;Chaetodipus spinatus;MAMMALIA;RODENTIA;Nearctic
4366;Chaetomys subspinosus;MAMMALIA;RODENTIA;Neotropic
4369;Chaetophractus villosus;MAMMALIA;CINGULATA;Neotropic
4414;Chalinolobus dwyeri;MAMMALIA;CHIROPTERA;Australasia
4417;Chalinolobus gouldii;MAMMALIA;CHIROPTERA;Australasia
4419;Chalinolobus morio;MAMMALIA;CHIROPTERA;Australasia
4420;Chalinolobus neocaledonicus;MAMMALIA;CHIROPTERA;Australasia
4421;Chalinolobus nigrogriseus;MAMMALIA;CHIROPTERA;Indo-Malay
4421;Chalinolobus nigrogriseus;MAMMALIA;CHIROPTERA;Australasia
4422;Chalinolobus picatus;MAMMALIA;CHIROPTERA;Australasia
4425;Chalinolobus tuberculatus;MAMMALIA;CHIROPTERA;Australasia
4600;Cheiromeles parvidens;MAMMALIA;CHIROPTERA;Indo-Malay
4601;Cheiromeles torquatus;MAMMALIA;CHIROPTERA;Indo-Malay
4603;Chelemys macronyx;MAMMALIA;RODENTIA;Neotropic
4604;Chelemys megalonyx;MAMMALIA;RODENTIA;Neotropic
4634;Chilomys instans;MAMMALIA;RODENTIA;Neotropic
4651;Chinchilla chinchilla;MAMMALIA;RODENTIA;Neotropic
4652;Chinchilla lanigera;MAMMALIA;RODENTIA;Neotropic
4655;Chinchillula sahamae;MAMMALIA;RODENTIA;Neotropic
4658;Chionomys gud;MAMMALIA;RODENTIA;Palearctic
4659;Chionomys nivalis;MAMMALIA;RODENTIA;Palearctic
4660;Chionomys roberti;MAMMALIA;RODENTIA;Palearctic
4664;Chiroderma doriae;MAMMALIA;CHIROPTERA;Neotropic
4665;Chiroderma improvisum;MAMMALIA;CHIROPTERA;Neotropic
4666;Chiroderma salvini;MAMMALIA;CHIROPTERA;Nearctic
4667;Chiroderma trinitatum;MAMMALIA;CHIROPTERA;Neotropic
4668;Chiroderma villosum;MAMMALIA;CHIROPTERA;Neotropic
4668;Chiroderma villosum;MAMMALIA;CHIROPTERA;Nearctic
4669;Chiromyscus chiropus;MAMMALIA;RODENTIA;Indo-Malay
4670;Chironax melanocephalus;MAMMALIA;CHIROPTERA;Indo-Malay
4679;Chiropodomys calamianensis;MAMMALIA;RODENTIA;Indo-Malay
4680;Chiropodomys gliroides;MAMMALIA;RODENTIA;Indo-Malay
4681;Chiropodomys karlkoopmani;MAMMALIA;RODENTIA;Indo-Malay
4682;Chiropodomys major;MAMMALIA;RODENTIA;Indo-Malay
4683;Chiropodomys muroides;MAMMALIA;RODENTIA;Indo-Malay
4684;Chiropodomys pusillus;MAMMALIA;RODENTIA;Indo-Malay
4685;Chiropotes albinasus;MAMMALIA;PRIMATES;Neotropic
4691;Chiruromys forbesi;MAMMALIA;RODENTIA;Indo-Malay
4692;Chiruromys lamia;MAMMALIA;RODENTIA;Indo-Malay
4693;Chiruromys vates;MAMMALIA;RODENTIA;Indo-Malay
4703;Calyptophractus retusus;MAMMALIA;CINGULATA;Neotropic
4704;Chlamyphorus truncatus;MAMMALIA;CINGULATA;Neotropic
4766;Chlorotalpa sclateri;MAMMALIA;AFROSORICIDA;Afrotropic
4767;Calcochloris tytonis;MAMMALIA;AFROSORICIDA;Afrotropic
4768;Chlorotalpa duthieae;MAMMALIA;AFROSORICIDA;Afrotropic
4772;Choeroniscus godmani;MAMMALIA;CHIROPTERA;Nearctic
4774;Choeroniscus minor;MAMMALIA;CHIROPTERA;Neotropic
4775;Choeroniscus periosus;MAMMALIA;CHIROPTERA;Neotropic
4776;Choeronycteris mexicana;MAMMALIA;CHIROPTERA;Nearctic
4777;Choloepus didactylus;MAMMALIA;PILOSA;Neotropic
4778;Choloepus hoffmanni;MAMMALIA;PILOSA;Neotropic
4803;Abrothrix andinus;MAMMALIA;RODENTIA;Neotropic
4804;Abrothrix jelskii;MAMMALIA;RODENTIA;Neotropic
4806;Chrotogale owstoni;MAMMALIA;CARNIVORA;Indo-Malay
4807;Chrotomys gonzalesi;MAMMALIA;RODENTIA;Indo-Malay
4808;Chrotomys mindorensis;MAMMALIA;RODENTIA;Indo-Malay
4810;Chrotomys whiteheadi;MAMMALIA;RODENTIA;Indo-Malay
4811;Chrotopterus auritus;MAMMALIA;CHIROPTERA;Neotropic
4812;Chrysochloris visagiei;MAMMALIA;AFROSORICIDA;Afrotropic
4819;Chrysocyon brachyurus;MAMMALIA;CARNIVORA;Neotropic
4828;Chrysospalax trevelyani;MAMMALIA;AFROSORICIDA;Afrotropic
4829;Chrysospalax villosus;MAMMALIA;AFROSORICIDA;Afrotropic
4972;Myodes centralis;MAMMALIA;RODENTIA;Palearctic
4973;Myodes glareolus;MAMMALIA;RODENTIA;Palearctic
4974;Myodes rufocanus;MAMMALIA;RODENTIA;Palearctic
4975;Myodes rutilus;MAMMALIA;RODENTIA;Nearctic
4983;Cloeotis percivali;MAMMALIA;CHIROPTERA;Afrotropic
4989;Clyomys laticeps;MAMMALIA;RODENTIA;Neotropic
5042;Brassomys albidens;MAMMALIA;RODENTIA;Indo-Malay
5074;Coelops frithii;MAMMALIA;CHIROPTERA;Indo-Malay
5076;Coelops robinsoni;MAMMALIA;CHIROPTERA;Indo-Malay
5083;Coendou bicolor;MAMMALIA;RODENTIA;Neotropic
5084;Coendou nycthemera;MAMMALIA;RODENTIA;Neotropic
5112;Coleura seychellensis;MAMMALIA;CHIROPTERA;Afrotropic
5113;Coleura afra;MAMMALIA;CHIROPTERA;Madagascar
5113;Coleura afra;MAMMALIA;CHIROPTERA;Afrotropic
5142;Colobus angolensis;MAMMALIA;PRIMATES;Afrotropic
5143;Colobus guereza;MAMMALIA;PRIMATES;Afrotropic
5144;Colobus polykomos;MAMMALIA;PRIMATES;Afrotropic
5145;Colobus satanas;MAMMALIA;PRIMATES;Afrotropic
5146;Colobus vellerosus;MAMMALIA;PRIMATES;Afrotropic
5221;Congosorex polli;MAMMALIA;EULIPOTYPHLA;Afrotropic
5224;Conilurus penicillatus;MAMMALIA;RODENTIA;Australasia
5224;Conilurus penicillatus;MAMMALIA;RODENTIA;Indo-Malay
5228;Connochaetes gnou;MAMMALIA;CETARTIODACTYLA;Afrotropic
5229;Connochaetes taurinus;MAMMALIA;CETARTIODACTYLA;Afrotropic
5481;Craseonycteris thonglongyai;MAMMALIA;CHIROPTERA;Indo-Malay
5499;Crateromys australis;MAMMALIA;RODENTIA;Indo-Malay
5500;Crateromys schadenbergi;MAMMALIA;RODENTIA;Indo-Malay
5501;Crateromys paulus;MAMMALIA;RODENTIA;Indo-Malay
5502;Crateromys heaneyi;MAMMALIA;RODENTIA;Indo-Malay
5512;Madromys blanfordi;MAMMALIA;RODENTIA;Indo-Malay
5513;Cremnomys cutchicus;MAMMALIA;RODENTIA;Indo-Malay
5514;Cremnomys elvira;MAMMALIA;RODENTIA;Indo-Malay
5521;Cricetomys emini;MAMMALIA;RODENTIA;Afrotropic
5523;Cricetulus alticola;MAMMALIA;RODENTIA;Indo-Malay
5524;Cricetulus barabensis;MAMMALIA;RODENTIA;Palearctic
5525;Cricetulus kamensis;MAMMALIA;RODENTIA;Palearctic
5526;Cricetulus longicaudatus;MAMMALIA;RODENTIA;Palearctic
5527;Cricetulus sokolovi;MAMMALIA;RODENTIA;Palearctic
5528;Cricetulus migratorius;MAMMALIA;RODENTIA;Palearctic
5528;Cricetulus migratorius;MAMMALIA;RODENTIA;Indo-Malay
5529;Cricetus cricetus;MAMMALIA;RODENTIA;Palearctic
5558;Crocidura ansellorum;MAMMALIA;EULIPOTYPHLA;Afrotropic
5559;Crocidura baileyi;MAMMALIA;EULIPOTYPHLA;Afrotropic
5560;Crocidura canariensis;MAMMALIA;EULIPOTYPHLA;Palearctic
5561;Crocidura congobelgica;MAMMALIA;EULIPOTYPHLA;Afrotropic
5562;Crocidura crenata;MAMMALIA;EULIPOTYPHLA;Afrotropic
5565;Crocidura eisentrauti;MAMMALIA;EULIPOTYPHLA;Afrotropic
5566;Crocidura glassi;MAMMALIA;EULIPOTYPHLA;Afrotropic
5567;Crocidura grassei;MAMMALIA;EULIPOTYPHLA;Afrotropic
5568;Crocidura kivuana;MAMMALIA;EULIPOTYPHLA;Afrotropic
5569;Crocidura lanosa;MAMMALIA;EULIPOTYPHLA;Afrotropic
5570;Crocidura latona;MAMMALIA;EULIPOTYPHLA;Afrotropic
5571;Crocidura longipes;MAMMALIA;EULIPOTYPHLA;Afrotropic
5572;Crocidura lucina;MAMMALIA;EULIPOTYPHLA;Afrotropic
5575;Crocidura manengubae;MAMMALIA;EULIPOTYPHLA;Afrotropic
5576;Crocidura maquassiensis;MAMMALIA;EULIPOTYPHLA;Afrotropic
5578;Crocidura nimbae;MAMMALIA;EULIPOTYPHLA;Afrotropic
5580;Crocidura phaeura;MAMMALIA;EULIPOTYPHLA;Afrotropic
5582;Crocidura stenocephala;MAMMALIA;EULIPOTYPHLA;Afrotropic
5584;Crocidura telfordi;MAMMALIA;EULIPOTYPHLA;Afrotropic
5585;Crocidura thalia;MAMMALIA;EULIPOTYPHLA;Afrotropic
5587;Crocidura wimmeri;MAMMALIA;EULIPOTYPHLA;Afrotropic
5588;Crocidura zimmermanni;MAMMALIA;EULIPOTYPHLA;Palearctic
5589;Crocidura ludia;MAMMALIA;EULIPOTYPHLA;Afrotropic
5590;Crocidura orii;MAMMALIA;EULIPOTYPHLA;Indo-Malay
5591;Crocidura polia;MAMMALIA;EULIPOTYPHLA;Afrotropic
5592;Crocidura raineyi;MAMMALIA;EULIPOTYPHLA;Afrotropic
5593;Crocidura selina;MAMMALIA;EULIPOTYPHLA;Afrotropic
5594;Crocidura thomensis;MAMMALIA;EULIPOTYPHLA;Afrotropic
5595;Crocidura andamanensis;MAMMALIA;EULIPOTYPHLA;Indo-Malay
5596;Crocidura armenica;MAMMALIA;EULIPOTYPHLA;Palearctic
5597;Crocidura beatus;MAMMALIA;EULIPOTYPHLA;Indo-Malay
5598;Crocidura beccarii;MAMMALIA;EULIPOTYPHLA;Indo-Malay
5599;Crocidura dhofarensis;MAMMALIA;EULIPOTYPHLA;Afrotropic
5600;Crocidura floweri;MAMMALIA;EULIPOTYPHLA;Palearctic
5601;Crocidura grandis;MAMMALIA;EULIPOTYPHLA;Indo-Malay
5602;Crocidura grayi;MAMMALIA;EULIPOTYPHLA;Indo-Malay
5603;Crocidura hispida;MAMMALIA;EULIPOTYPHLA;Indo-Malay
5604;Crocidura jenkinsi;MAMMALIA;EULIPOTYPHLA;Indo-Malay
5605;Crocidura malayana;MAMMALIA;EULIPOTYPHLA;Indo-Malay
5608;Crocidura miya;MAMMALIA;EULIPOTYPHLA;Indo-Malay
5609;Crocidura negrina;MAMMALIA;EULIPOTYPHLA;Indo-Malay
5610;Crocidura nicobarica;MAMMALIA;EULIPOTYPHLA;Indo-Malay
5611;Crocidura orientalis;MAMMALIA;EULIPOTYPHLA;Indo-Malay
5613;Crocidura palawanensis;MAMMALIA;EULIPOTYPHLA;Indo-Malay
5614;Crocidura paradoxura;MAMMALIA;EULIPOTYPHLA;Indo-Malay
5615;Crocidura pergrisea;MAMMALIA;EULIPOTYPHLA;Palearctic
5616;Crocidura religiosa;MAMMALIA;EULIPOTYPHLA;Palearctic
5617;Crocidura shantungensis;MAMMALIA;EULIPOTYPHLA;Indo-Malay
5618;Crocidura susiana;MAMMALIA;EULIPOTYPHLA;Palearctic
5619;Crocidura tenuis;MAMMALIA;EULIPOTYPHLA;Indo-Malay
5620;Crocidura allex;MAMMALIA;EULIPOTYPHLA;Afrotropic
5621;Crocidura attila;MAMMALIA;EULIPOTYPHLA;Afrotropic
5622;Crocidura bottegoides;MAMMALIA;EULIPOTYPHLA;Afrotropic
5623;Crocidura caliginea;MAMMALIA;EULIPOTYPHLA;Afrotropic
5624;Crocidura desperata;MAMMALIA;EULIPOTYPHLA;Afrotropic
5625;Crocidura elgonius;MAMMALIA;EULIPOTYPHLA;Afrotropic
5626;Crocidura erica;MAMMALIA;EULIPOTYPHLA;Afrotropic
5627;Crocidura fischeri;MAMMALIA;EULIPOTYPHLA;Afrotropic
5628;Crocidura flavescens;MAMMALIA;EULIPOTYPHLA;Afrotropic
5629;Crocidura foxi;MAMMALIA;EULIPOTYPHLA;Afrotropic
5630;Crocidura fumosa;MAMMALIA;EULIPOTYPHLA;Afrotropic
5631;Crocidura gracilipes;MAMMALIA;EULIPOTYPHLA;Afrotropic
5632;Crocidura greenwoodi;MAMMALIA;EULIPOTYPHLA;Afrotropic
5633;Crocidura harenna;MAMMALIA;EULIPOTYPHLA;Afrotropic
5634;Crocidura macmillani;MAMMALIA;EULIPOTYPHLA;Afrotropic
5635;Crocidura macowi;MAMMALIA;EULIPOTYPHLA;Afrotropic
5636;Crocidura picea;MAMMALIA;EULIPOTYPHLA;Afrotropic
5637;Crocidura pitmani;MAMMALIA;EULIPOTYPHLA;Afrotropic
5638;Crocidura ultima;MAMMALIA;EULIPOTYPHLA;Afrotropic
5639;Crocidura xantippe;MAMMALIA;EULIPOTYPHLA;Afrotropic
5640;Crocidura zimmeri;MAMMALIA;EULIPOTYPHLA;Afrotropic
5674;Crocuta crocuta;MAMMALIA;CARNIVORA;Afrotropic
5704;Crunomys celebensis;MAMMALIA;RODENTIA;Indo-Malay
5705;Crunomys fallax;MAMMALIA;RODENTIA;Indo-Malay
5706;Crunomys melanius;MAMMALIA;RODENTIA;Indo-Malay
5748;Cryptochloris wintoni;MAMMALIA;AFROSORICIDA;Afrotropic
5749;Cryptochloris zyli;MAMMALIA;AFROSORICIDA;Afrotropic
5751;Fukomys zechi;MAMMALIA;RODENTIA;Afrotropic
5752;Fukomys bocagei;MAMMALIA;RODENTIA;Afrotropic
5753;Fukomys damarensis;MAMMALIA;RODENTIA;Afrotropic
5754;Fukomys foxi;MAMMALIA;RODENTIA;Afrotropic
5756;Fukomys mechowii;MAMMALIA;RODENTIA;Afrotropic
5757;Fukomys ochraceocinereus;MAMMALIA;RODENTIA;Afrotropic
5760;Cryptoprocta ferox;MAMMALIA;CARNIVORA;Madagascar
5763;Cryptotis endersi;MAMMALIA;EULIPOTYPHLA;Neotropic
5764;Cryptotis gracilis;MAMMALIA;EULIPOTYPHLA;Neotropic
5765;Cryptotis hondurensis;MAMMALIA;EULIPOTYPHLA;Neotropic
5766;Cryptotis magna;MAMMALIA;EULIPOTYPHLA;Neotropic
5792;Ctenodactylus gundi;MAMMALIA;RODENTIA;Palearctic
5793;Ctenodactylus vali;MAMMALIA;RODENTIA;Palearctic
5795;Ctenomys argentinus;MAMMALIA;RODENTIA;Neotropic
5796;Ctenomys australis;MAMMALIA;RODENTIA;Neotropic
5797;Ctenomys azarae;MAMMALIA;RODENTIA;Neotropic
5798;Ctenomys boliviensis;MAMMALIA;RODENTIA;Neotropic
5799;Ctenomys bonettoi;MAMMALIA;RODENTIA;Neotropic
5800;Ctenomys brasiliensis;MAMMALIA;RODENTIA;Neotropic
5801;Ctenomys colburni;MAMMALIA;RODENTIA;Neotropic
5802;Ctenomys conoveri;MAMMALIA;RODENTIA;Neotropic
5803;Ctenomys dorsalis;MAMMALIA;RODENTIA;Neotropic
5804;Ctenomys emilianus;MAMMALIA;RODENTIA;Neotropic
5806;Ctenomys fulvus;MAMMALIA;RODENTIA;Neotropic
5807;Ctenomys haigi;MAMMALIA;RODENTIA;Neotropic
5808;Ctenomys knighti;MAMMALIA;RODENTIA;Neotropic
5809;Ctenomys latro;MAMMALIA;RODENTIA;Neotropic
5810;Ctenomys leucodon;MAMMALIA;RODENTIA;Neotropic
5811;Ctenomys lewisi;MAMMALIA;RODENTIA;Neotropic
5812;Ctenomys magellanicus;MAMMALIA;RODENTIA;Neotropic
5813;Ctenomys maulinus;MAMMALIA;RODENTIA;Neotropic
5814;Ctenomys mendocinus;MAMMALIA;RODENTIA;Neotropic
5815;Ctenomys minutus;MAMMALIA;RODENTIA;Neotropic
5817;Ctenomys occultus;MAMMALIA;RODENTIA;Neotropic
5818;Ctenomys opimus;MAMMALIA;RODENTIA;Neotropic
5819;Ctenomys pearsoni;MAMMALIA;RODENTIA;Neotropic
5820;Ctenomys perrensi;MAMMALIA;RODENTIA;Neotropic
5821;Ctenomys peruanus;MAMMALIA;RODENTIA;Neotropic
5822;Ctenomys pontifex;MAMMALIA;RODENTIA;Neotropic
5823;Ctenomys porteousi;MAMMALIA;RODENTIA;Neotropic
5824;Ctenomys saltarius;MAMMALIA;RODENTIA;Neotropic
5825;Ctenomys sericeus;MAMMALIA;RODENTIA;Neotropic
5826;Ctenomys sociabilis;MAMMALIA;RODENTIA;Neotropic
5827;Ctenomys steinbachi;MAMMALIA;RODENTIA;Neotropic
5828;Ctenomys talarum;MAMMALIA;RODENTIA;Neotropic
5829;Ctenomys torquatus;MAMMALIA;RODENTIA;Neotropic
5830;Ctenomys tuconax;MAMMALIA;RODENTIA;Neotropic
5831;Ctenomys tucumanus;MAMMALIA;RODENTIA;Neotropic
5832;Ctenomys validus;MAMMALIA;RODENTIA;Neotropic
5953;Cuon alpinus;MAMMALIA;CARNIVORA;Indo-Malay
6019;Cyclopes didactylus;MAMMALIA;PILOSA;Neotropic
6081;Cynocephalus volans;MAMMALIA;DERMOPTERA;Indo-Malay
